"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_ELECTION_YR","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","CAND_PCC"
"1001","H2FL09152","HARTPENCE, KENNETH JAMES","REP",2022,"H","FL",18,"C00763177"
"1002","H2FL09178","HITES, BECKY E","REP",2022,"H","FL",9,"C00770065"
"1003","H2FL09186","PARKER, KEVIN COPELAND","DEM",2022,"H","FL",9,"C00779561"
"1004","H2FL09194","SHEPHERD, GEORGE","REP",2022,"H","FL",18,"C00779900"
"1005","H2FL09210","BARNARD, ALYCIA","REP",2022,"H","FL",9,""
"1006","H2FL09228","MOORE, SCOTTY","REP",2022,"H","FL",9,"C00788810"
"1007","H2FL09251","ANTHONY, MARLIN DANIEL","REP",2022,"H","FL",9,"C00801886"
"1008","H2FL09269","FARBER, SAM","REP",2022,"H","FL",9,"C00803221"
"1009","H2FL09277","MORALES, ADIANIS","REP",2022,"H","FL",9,"C00808089"
"1010","H2FL10176","MORGAN, CARTER","REP",2022,"H","FL",10,"C00778027"
"1011","H2FL10184","JACKSON, NATALIE","DEM",2022,"H","FL",10,"C00780726"
"1012","H2FL10192","AYALA, ARAMIS","DEM",2022,"H","FL",10,"C00780700"
"1013","H2FL10200","BRACY, RANDOLPH","DEM",2022,"H","FL",10,"C00780882"
"1014","H2FL10218","ACHENBACH, JACK JOSEPH","DEM",2022,"H","FL",10,"C00781799"
"1015","H2FL10226","GRAY, TERENCE R MR. I","DEM",2022,"H","FL",10,"C00783068"
"1016","H2FL10234","TACHON, TERESA DR.","DEM",2022,"H","FL",10,"C00781369"
"1017","H2FL10242","ATKINSON, ERIC","DEM",2022,"H","FL",10,""
"1018","H2FL10259","FROST, MAXWELL ALEJANDRO","DEM",2022,"H","FL",10,"C00786822"
"1019","H2FL10267","RAMBARANSINGH, MAHENDRANATH TROY","REP",2022,"H","FL",10,"C00790022"
"1020","H2FL10275","KING, WILLIAM","REP",2022,"H","FL",10,"C00792747"
"1021","H2FL10283","WIMBISH, CALVIN B MR","REP",2022,"H","FL",10,"C00791582"
"1022","H2FL10291","HOLIC, JASON KYLE","NNE",2022,"H","FL",10,"C00771337"
"1023","H2FL10309","BOONE, JEFFREY MR.","DEM",2022,"H","FL",10,"C00797555"
"1024","H2FL10317","WEED, PETER","REP",2022,"H","FL",10,"C00801365"
"1025","H2FL10325","JAIN, USHA DR.","NON",2022,"H","FL",10,"C00809038"
"1026","H2FL10333","LOWE, THUY","REP",2022,"H","FL",10,"C00818450"
"1027","H2FL10341","MUNEER, KHALID MR","DEM",2022,"H","FL",10,""
"1028","H2FL10358","BROWN, CORRINE","DEM",2022,"H","FL",10,"C00819730"
"1029","H2FL11109","ROSADO, ANTONIO LUIS SR","UN",2022,"H","FL",11,""
"1030","H2FL11117","SABATINI, ANTHONY","REP",2022,"H","FL",7,"C00771949"
"1031","H2FL11125","SORIANO, GAVRIEL ELIYAHU","REP",2022,"H","FL",11,"C00776344"
"1032","H2FL11133","FARLEY, STEVE EDWARD","REP",2022,"H","FL",11,"C00788893"
"1033","H2FL11141","DENO, AL","REP",2022,"H","FL",11,""
"1034","H2FL11166","ALCANTARA, CHRISTOPHER MANUEL","REP",2022,"H","FL",11,"C00809434"
"1035","H2FL11174","MUNNS, SHANTE","DEM",2022,"H","FL",11,"C00816231"
"1036","H2FL11182","PORTER, KEVIN DEAN","UN",2022,"H","FL",11,"C00819003"
"1037","H2FL12073","VANHORN, WILLIAM","DEM",2022,"H","FL",15,"C00780973"
"1038","H2FL12081","CARNEVALE, MICHAEL","REP",2022,"H","FL",12,"C00790196"
"1039","H2FL12099","PERRAS, BRIAN","REP",2022,"H","FL",12,"C00787010"
"1040","H2FL12107","PRESKITT, SID","REP",2022,"H","FL",12,"C00796409"
"1041","H2FL12115","SKINNER, JEANNETTE RENEE","REP",2022,"H","FL",11,"C00796581"
"1042","H2FL12123","SMITH, CHARLES W","NPA",2022,"H","FL",12,"C00817320"
"1043","H2FL12131","LEISER, CHRISTOPHER MR.","REP",2022,"H","FL",12,"C00818377"
"1044","H2FL13139","SCHNEIDER, JAN","DEM",2022,"H","FL",16,"C00447474"
"1045","H2FL13212","CRAFT, FRANK S","LIB",2022,"H","FL",13,"C00776039"
"1046","H2FL13220","DIAMOND, BEN","DEM",2022,"H","FL",13,"C00779058"
"1047","H2FL13238","HOTCHKISS, CHRISTIAN DAVID","DEM",2022,"H","FL",13,"C00780577"
"1048","H2FL13246","RAYNER, MICHELE K. MS.","DEM",2022,"H","FL",13,"C00782136"
"1049","H2FL13253","BRADDOCK, WILL","REP",2022,"H","FL",13,"C00782193"
"1050","H2FL13261","KHEIREDDINE, MONEER","REP",2022,"H","FL",13,"C00807362"
"1051","H2FL13279","HENSON, AUDREY","REP",2022,"H","FL",13,"C00786004"
"1052","H2FL13287","HAYSLETT, KEVIN","REP",2022,"H","FL",13,"C00801530"
"1053","H2FL13295","DAVIS, JAMES MR PA-C","REP",2022,"H","FL",13,"C00815167"
"1054","H2FL14053","FRANKEL, LOIS J.","DEM",2022,"H","FL",22,"C00494856"
"1055","H2FL14186","DONALDS, BYRON","REP",2022,"H","FL",19,"C00733329"
"1056","H2FL14228","TOULME, ALIX JACK CHRISTOPHER MR. JR","DEM",2022,"H","FL",14,"C00764258"
"1057","H2FL14236","ELDON, ANTHONY W","DEM",2022,"H","FL",14,"C00765222"
"1058","H2FL14244","URBINA, ANGEL SALVADOR","REP",2022,"H","FL",14,"C00782045"
"1059","H2FL14251","COLLINS, JAY","REP",2022,"H","FL",15,""
"1060","H2FL14269","BRADLEY, CHRISTOPHER","DEM",2022,"H","FL",14,"C00789222"
"1061","H2FL14277","JUDGE, JAMES","REP",2022,"H","FL",14,"C00797597"
"1062","H2FL14285","LARKIN, PHILIP MR","ICD",2022,"H","FL",14,""
"1063","H2FL14293","CAMPBELL, LANDON NEIL","REP",2022,"H","FL",14,""
"1064","H2FL14301","NASHAGH, SAM","REP",2022,"H","FL",14,"C00818724"
"1065","H2FL15092","RAMCHARRAN, LILAWATIE LILY MRS.","DEM",2022,"H","FL",15,"C00768333"
"1066","H2FL15100","GELLER, EDDIE","DEM",2022,"H","FL",15,"C00786954"
"1067","H2FL15118","BERTGES, BRIAN JOHN MR.","NPA",2022,"H","FL",15,"C00795443"
"1068","H2FL15134","RAYBON, JENNIFER SUSAN","REP",2022,"H","FL",18,"C00799551"
"1069","H2FL15142","VAZQUEZ, JOSUE","NPA",2022,"H","FL",15,"C00800193"
"1070","H2FL15159","SCHMELING, WENDY JUNE MS.","REP",2022,"H","FL",18,"C00805713"
"1071","H2FL15191","TOLEDO, JACKIE","REP",2022,"H","FL",15,"C00807982"
"1072","H2FL15209","CHAMBERS, CHRIS","REP",2022,"H","FL",14,"C00808485"
"1073","H2FL15217","ROSS, DENNIS","REP",2022,"H","FL",15,"C00809608"
"1074","H2FL15225","BROWN, GAVIN","DEM",2022,"H","FL",15,"C00814269"
"1075","H2FL15233","STARGEL, KELLI","REP",2022,"H","FL",15,"C00815274"
"1076","H2FL15241","LEE, LAUREL MRS.","REP",2022,"H","FL",15,"C00815373"
"1077","H2FL15258","RAMIREZ, CESAR","DEM",2022,"H","FL",15,"C00816330"
"1078","H2FL15266","TORRES, JERRY","REP",2022,"H","FL",14,"C00816496"
"1079","H2FL16090","MIRANDA-PADILLA, BENJAMIN","DEM",2022,"H","FL",16,"C00766121"
"1080","H2FL16108","HYDE, MARTIN","REP",2022,"H","FL",16,"C00775528"
"1081","H2FL17098","LAMBERT, DAN","DEM",2022,"H","FL",17,"C00768291"
"1082","H2FL17106","KALE, ANDREA DORIA","DEM",2022,"H","FL",17,"C00807768"
"1083","H2FL18088","MARTZ, MELISSA","REP",2022,"H","FL",21,"C00775486"
"1084","H2FL18096","BALDERRAMOS ROBINSON, CORINNA","DEM",2022,"H","FL",21,"C00786574"
"1085","H2FL18104","HAMSTEAD, AARON MR","ICD",2022,"H","FL",18,""
"1086","H2FL18112","TARAZONA, EDDIE","REP",2022,"H","FL",18,"C00814673"
"1087","H2FL18120","MCKINNEY, JAVITA","REP",2022,"H","FL",18,"C00817890"
"1088","H2FL18138","HAYDEN, KEITH R. JR","NPA",2022,"H","FL",18,"C00824110"
"1089","H2FL19110","HUFF, JIM","REP",2022,"H","FL",19,"C00812198"
"1090","H2FL20126","BOSWELL, MATT","DEM",2022,"H","FL",20,"C00732206"
"1091","H2FL20134","SHARIEF, BARBARA","DEM",2022,"H","FL",20,"C00763995"
"1092","H2FL20142","DOWLING, ELVIN","DEM",2022,"H","FL",20,"C00776518"
"1093","H2FL20159","HOLNESS, DALE","DEM",2022,"H","FL",20,"C00776831"
"1094","H2FL20167","ONIAS, MARLON A.","DEM",2022,"H","FL",20,""
"1095","H2FL20191","TER MAAT, MICHAEL","LIB",2022,"H","FL",20,"C00777649"
"1096","H2FL20217","HARDY, OMARI","DEM",2022,"H","FL",20,"C00778431"
"1097","H2FL20225","DEGRAMMONT, VIC","REP",2022,"H","FL",20,"C00779512"
"1098","H2FL20241","SERRATORE, LEONARD LOUIS MR.","REP",2022,"H","FL",18,"C00781302"
"1099","H2FL20266","JACKSON, PHIL","DEM",2022,"H","FL",20,"C00784439"
"1100","H2FL20274","SIDDIQUI, IMRAN","DEM",2022,"H","FL",20,"C00784660"
"1101","H2FL20282","FLYNN, JIM P","NPA",2022,"H","FL",20,"C00785410"
"1102","H2FL20290","MARINER, JASON","REP",2022,"H","FL",20,"C00786384"
"1103","H2FL20316","ANDERSON, DWIGHT A MR","DEM",2022,"H","FL",20,"C00791061"
"1104","H2FL20324","FAIN, SHELLEY","W",2022,"H","FL",20,"C00784181"
"1105","H2FL20340","OMPHROY, ANIKA","DEM",2022,"H","FL",20,"C00817106"
"1106","H2FL21074","FEIT, KEITH DR.","REP",2022,"H","FL",21,"C00769372"
"1107","H2FL21082","BUONGIORNO, JEFFREY D","REP",2022,"H","FL",21,"C00772335"
"1108","H2FL21090","DORILAS, ROD MR.","REP",2022,"H","FL",22,"C00776484"
"1109","H2FL21108","FRANZESE, DANIEL JOHN","REP",2022,"H","FL",22,"C00780056"
"1110","H2FL21116","SKRBIC, LJUBO DR.","REP",2022,"H","FL",21,"C00786871"
"1111","H2FL21124","SKRBIC, LJUBO DR","REP",2022,"H","FL",21,"C00787721"
"1112","H2FL21132","ADEIMY, DEBORAH","REP",2022,"H","FL",22,"C00791541"
"1113","H2FL21140","ARIANAS, PETER STEVEN","REP",2022,"H","FL",22,"C00784991"
"1114","H2FL21157","WHEELEN, WILLIAM","REP",2022,"H","FL",22,"C00800854"
"1115","H2FL21165","MARKS, MARTIN J.","REP",2022,"H","FL",21,"C00800755"
"1116","H2FL21173","MCLAUGHLIN, CHRISTY","REP",2022,"H","FL",23,"C00805374"
"1117","H2FL21181","LAWLOR, CARRIE","REP",2022,"H","FL",22,"C00812248"
"1118","H2FL21199","CANTON, STEPHEN G","IND",2022,"H","FL",21,"C00738062"
"1119","H2FL22148","CHESS, STEVEN","REP",2022,"H","FL",23,"C00774885"
"1120","H2FL22155","SWAFFAR, DARLENE","REP",2022,"H","FL",23,"C00788497"
"1121","H2FL22163","NAPIER, MARK NOAH","NPA",2022,"H","FL",23,"C00804039"
"1122","H2FL22171","MOSKOWITZ, JARED","DEM",2022,"H","FL",23,"C00807628"
"1123","H2FL22189","CALABRESE, CURTIS","DEM",2022,"H","FL",22,"C00811158"
"1124","H2FL22197","SORENSEN, BEN","DEM",2022,"H","FL",23,"C00811679"
"1125","H2FL22205","HOLZHAUER, HAVA","DEM",2022,"H","FL",23,"C00813733"
"1126","H2FL22213","FUGATE, DEMETRIUS","REP",2022,"H","FL",22,"C00740621"
"1127","H2FL22221","BIANCHI, MICHAEL JOHN","NPA",2022,"H","FL",22,"C00814848"
"1128","H2FL22239","O'ROURKE, MICHAEL JOSEPH","REP",2022,"H","FL",22,"C00816769"
"1129","H2FL23021","HASTINGS, ALCEE L","DEM",2022,"H","FL",20,"C00269837"
"1130","H2FL23104","YOUNG, RUBIN MR.","REP",2022,"H","FL",25,"C00767947"
"1131","H2FL23112","SULEMAN, SAAD SIR","REP",2022,"H","FL",23,""
"1132","H2FL23120","ALMONTE, MELINDA","REP",2022,"H","FL",24,"C00803387"
"1133","H2FL23138","BUDD, JOE","REP",2022,"H","FL",23,"C00816553"
"1134","H2FL23146","WEINSTEIN, IRA","REP",2022,"H","FL",23,"C00817486"
"1135","H2FL23153","HAMILTON, MICHAELANGELO COLLINS","DEM",2022,"H","FL",23,"C00816140"
"1136","H2FL23161","PERRONE, MYLES","REP",2022,"H","FL",23,"C00817718"
"1137","H2FL23245","BERK, JEFFREY","REP",2022,"H","FL",23,""
"1138","H2FL23252","SWEZY, LEWIS","REP",2022,"H","FL",23,"C00818294"
"1139","H2FL23260","TROUT, W MICHAEL","DEM",2022,"H","FL",23,"C00818468"
"1140","H2FL23278","ELLISON, ALLEN","DEM",2022,"H","FL",23,"C00818005"
"1141","H2FL24037","OLIVO, CHRISTINE ALEXANDRIA","DEM",2022,"H","FL",26,"C00691832"
"1142","H2FL24045","HARRIS, KEVIN COREY","DEM",2022,"H","FL",24,"C00794453"
"1143","H2FL24052","GONZALEZ, PATRICIA","REP",2022,"H","FL",24,"C00793992"
"1144","H2FL24060","EDMONSON, AUDREY","DEM",2022,"H","FL",24,"C00810184"
"1145","H2FL24078","NAVARRO, JESUS","REP",2022,"H","FL",24,"C00820043"
"1146","H2FL25018","DIAZ-BALART, MARIO","REP",2022,"H","FL",26,"C00376087"
"1147","H2FL25067","GENTLE, ADAM","DEM",2022,"H","FL",25,"C00777045"
"1148","H2FL25075","MEDINA, IAN ANTHONY","DEM",2022,"H","FL",25,"C00804369"
"1149","H2FL25083","CLARK, DREW-MONTEZ DR.","REP",2022,"H","FL",20,"C00784041"
"1150","H2FL25091","MILLWEE, ROBERT","DEM",2022,"H","FL",25,"C00810648"
"1151","H2FL26073","SCHAFFER, JEREMIAH","REP",2022,"H","FL",28,"C00777136"
"1152","H2FL26081","SWANSON, RUTH ANN","REP",2022,"H","FL",26,"C00799437"
"1153","H2FL26099","MILLER, KARL KW MR.","REP",2022,"H","FL",28,"C00808261"
"1154","H2FL27048","MEDINA, IAN ANTHONY","NPA",2022,"H","FL",27,"C00783555"
"1155","H2FL27055","MONTALVO, ANGEL","DEM",2022,"H","FL",27,"C00771303"
"1156","H2FL27063","PEREZ, JANELLE","DEM",2022,"H","FL",27,"C00786285"
"1157","H2FL27071","POLO, FRANK","REP",2022,"H","FL",27,"C00802223"
"1158","H2FL27089","RUSSELL, KEN","DEM",2022,"H","FL",27,"C00781336"
"1159","H2FL27097","HIGGINS, EILEEN","DEM",2022,"H","FL",27,"C00814871"
"1160","H2FL28020","MARTINEZ GARIN, CARLOS A MR","REP",2022,"H","FL",28,"C00816272"
"1161","H2FL28038","ASENCIO, ROBERT","DEM",2022,"H","FL",28,"C00819268"
"1162","H2FL28046","PAREDES, JUAN","DEM",2022,"H","FL",28,""
"1163","H2FL42013","BERNSTEIN, ERIC MR","ICD",2022,"H","FL",42,""
"1164","H2FL81011","GOLD, SAMUEL MR","ICD",2022,"H","FL",81,""
"1165","H2GA01249","HERRING, WADE WILKES MR. II","DEM",2022,"H","GA",1,"C00779686"
"1166","H2GA01256","PALIMENO, JOSEPH","DEM",2022,"H","GA",1,"C00781005"
"1167","H2GA01264","LITCHFIELD, GEORGE E MR. II","CRV",2022,"H","GA",1,""
"1168","H2GA01272","MUNROE, MICHELLE","DEM",2022,"H","GA",1,"C00797738"
"1169","H2GA02031","BISHOP, SANFORD","DEM",2022,"H","GA",2,"C00266940"
"1170","H2GA02122","TAYLOR, TRACY","REP",2022,"H","GA",2,"C00775445"
"1171","H2GA02148","O'HARA, JOSEPH","DEM",2022,"H","GA",2,"C00791350"
"1172","H2GA02155","WEST, CHRISTOPHER CHRIS","REP",2022,"H","GA",2,"C00796524"
"1173","H2GA02163","JOHNSON, ARTHUR WAYNE","REP",2022,"H","GA",2,"C00797464"
"1174","H2GA02171","ROBERTSON, RICHARD M","REP",2022,"H","GA",2,"C00799627"
"1175","H2GA02189","HUNT, JEREMY","REP",2022,"H","GA",2,"C00800599"
"1176","H2GA02197","WHITEHEAD, PAUL","REP",2022,"H","GA",2,"C00811083"
"1177","H2GA03153","MOORE, RODNEY R.","REP",2022,"H","GA",3,"C00787895"
"1178","H2GA03161","SIMPSON, RHONDA ELAINE","REP",2022,"H","GA",3,""
"1179","H2GA03179","CRAIG, JARED","REP",2022,"H","GA",3,"C00790097"
"1180","H2GA03187","WEISS, SEAN MATTHEW MR","REP",2022,"H","GA",3,""
"1181","H2GA03195","PACETTI, ANDREW MR","UN",2022,"H","GA",3,"C00804047"
"1182","H2GA04193","IVY, SURREA MRS.","REP",2022,"H","GA",4,"C00811430"
"1183","H2GA04201","CHAVEZ, JONATHAN","REP",2022,"H","GA",4,"C00800383"
"1184","H2GA05158","MEDINA, IAN ANTHONY","DEM",2022,"H","GA",5,""
"1185","H2GA05166","ZIMM, CHRISTIAN GERARD","REP",2022,"H","GA",5,"C00801423"
"1186","H2GA05174","STOVALL, VALENCIA","DEM",2022,"H","GA",5,"C00808659"
"1187","H2GA05182","MACBAGITO, CHARLOTTE","DEM",2022,"H","GA",5,"C00808600"
"1188","H2GA06123","EARLS, HAROLD","REP",2022,"H","GA",6,"C00775395"
"1189","H2GA06131","WELSH, ERIC MICHAEL","REP",2022,"H","GA",6,"C00778555"
"1190","H2GA06149","DESVIGNES, ELFREDA","REP",2022,"H","GA",7,"C00769430"
"1191","H2GA06156","STAPLES, MARY MALLORY","REP",2022,"H","GA",6,"C00781922"
"1192","H2GA06164","EVANS, JAKE","REP",2022,"H","GA",6,"C00784306"
"1193","H2GA06172","HANSON, MEAGAN MYERS","REP",2022,"H","GA",6,"C00784355"
"1194","H2GA06180","VOYLES, SUSAN","REP",2022,"H","GA",6,"C00780205"
"1195","H2GA06198","GATEWOOD, BYRON","REP",2022,"H","GA",6,"C00790394"
"1196","H2GA06214","WHITE, WAYNE C","DEM",2022,"H","GA",6,"C00804336"
"1197","H2GA06222","CHRISTIAN, ROBERT FRANKLIN MR. III","DEM",2022,"H","GA",6,"C00808923"
"1198","H2GA07121","CORBIN, MICHAEL","REP",2022,"H","GA",7,"C00765024"
"1199","H2GA07139","GEORGE, YAHANSEH YG NYGHTSTORM","REP",2022,"H","GA",7,"C00788539"
"1200","H2GA07147","MCLEOD, DONNA THERESA MS.","DEM",2022,"H","GA",7,"C00796698"
"1201","H2GA07162","MCCOY, LISA","REP",2022,"H","GA",7,"C00808428"
"1202","H2GA08061","REECE, MICHAEL MR.","REP",2022,"H","GA",8,"C00790725"
"1203","H2GA08079","MOSLEY, MARK","LIB",2022,"H","GA",8,"C00792523"
"1204","H2GA08087","COPE, MICHELLE","LIB",2022,"H","GA",8,""
"1205","H2GA08095","BUTLER, DARRIUS MAURICE","DEM",2022,"H","GA",8,"C00774935"
"1206","H2GA09218","WALTON, PAUL","11",2022,"H","GA",10,"C00788935"
"1207","H2GA09226","SOUTHER, BENJAMIN ODUM","REP",2022,"H","GA",9,"C00802751"
"1208","H2GA09234","FORD, MICHAEL C. MR.","DEM",2022,"H","GA",9,"C00805028"
"1209","H2GA09242","HOWARD, JON GREGORY","REP",2022,"H","GA",9,"C00805416"
"1210","H2GA09259","LONDON, JOHN","REP",2022,"H","GA",9,""
"1211","H2GA10133","REUTER, KIMBERLY ANN CLARK","DEM",2022,"H","GA",6,"C00776443"
"1212","H2GA10158","MCMAIN, MARC","REP",2022,"H","GA",10,"C00778936"
"1213","H2GA10166","BARR, TIMOTHY","REP",2022,"H","GA",10,"C00779553"
"1214","H2GA10174","ALVEY, ANDREW","REP",2022,"H","GA",10,"C00781138"
"1215","H2GA10182","CURRY, DAVID","REP",2022,"H","GA",10,"C00781187"
"1216","H2GA10190","RUPERT, CHARLES V","REP",2022,"H","GA",10,"C00782607"
"1217","H2GA10208","HATCHER, PHYLLIS D","DEM",2022,"H","GA",10,"C00782649"
"1218","H2GA10216","SIMS, ALAN","REP",2022,"H","GA",10,"C00784975"
"1219","H2GA10224","SWAN, MITCHELL","REP",2022,"H","GA",10,"C00785261"
"1220","H2GA10232","WEST, MARY","REP",2022,"H","GA",7,"C00785360"
"1221","H2GA10240","WITT, PATRICK J","REP",2022,"H","GA",10,"C00785493"
"1222","H2GA10257","RICHARDS, MATT","REP",2022,"H","GA",10,"C00777631"
"1223","H2GA10265","HEUSSNER, TODD","REP",2022,"H","GA",10,"C00787143"
"1224","H2GA10273","FORE, JESSICA ALLISON","DEM",2022,"H","GA",10,"C00800987"
"1225","H2GA10281","JONES, VERNON","REP",2022,"H","GA",10,"C00804286"
"1226","H2GA10299","ODUWOLE, FEMI","DEM",2022,"H","GA",10,""
"1227","H2GA11214","KILPATRICK, HEATHER","DEM",2022,"H","GA",11,"C00768960"
"1228","H2GA11222","CANNON, BEAU ALEXANDER RYAN MR","DEM",2022,"H","GA",11,"C00770875"
"1229","H2GA11230","DAZA, ANTONIO MIGUEL","DEM",2022,"H","GA",11,"C00774190"
"1230","H2GA11248","DAVIS, ANGELA GRACE","IND",2022,"H","GA",11,"C00781435"
"1231","H2GA12121","ALLEN, RICHARD W","REP",2022,"H","GA",12,"C00504019"
"1232","H2GA12154","SINGLETON, NEIL","REP",2022,"H","GA",12,"C00769422"
"1233","H2GA13012","SCOTT, DAVID ALBERT","DEM",2022,"H","GA",13,"C00369801"
"1234","H2GA13061","GRAY, ANTONIO DARNELL","DEM",2022,"H","GA",13,"C00787481"
"1235","H2GA13079","PLOTKY, CALINA","REP",2022,"H","GA",13,"C00794412"
"1236","H2GA13087","BAKER, MARK","DEM",2022,"H","GA",13,"C00796763"
"1237","H2GA13103","FORT, VINCENT","DEM",2022,"H","GA",13,"C00801605"
"1238","H2GA13129","DRISCOLL, SHASTITY","DEM",2022,"H","GA",13,"C00807339"
"1239","H2GA13137","HAWKINS, DOMINIKA","REP",2022,"H","GA",13,"C00811067"
"1240","H2GA14028","TRAMBAUER-SMITH, BRITTANY","DEM",2022,"H","GA",14,""
"1241","H2GA14036","CONNER, LATEEFAH B.","DEM",2022,"H","GA",14,"C00768903"
"1242","H2GA14044","FLOWERS, MARCUS","DEM",2022,"H","GA",14,"C00768101"
"1243","H2GA14051","MCCORMACK, HOLLY","DEM",2022,"H","GA",14,"C00767798"
"1244","H2GA14069","CLAY, MARK DANIEL","REP",2022,"H","GA",14,"C00778480"
"1245","H2GA14077","DAVIS, WENDY","DEM",2022,"H","GA",14,"C00781567"
"1246","H2GA14085","PENCE, ANGELA","LIB",2022,"H","GA",14,"C00784421"
"1247","H2GA14093","STRAHAN, JENNIFER","REP",2022,"H","GA",14,"C00789230"
"1248","H2GA14101","LUTIN, CHARLES DAVID DOCTOR","REP",2022,"H","GA",14,"C00792416"
"1249","H2GA14119","CUNNINGHAM, ERIC B","REP",2022,"H","GA",14,"C00794883"
"1250","H2GA14127","BAKER, RONALD D MR SR","DEM",2022,"H","GA",14,""
"1251","H2GA14135","HAYGOOD, WALTER JAMES","REP",2022,"H","GA",14,"C00805978"
"1252","H2GA14143","SYNSTELIEN, SETH","REP",2022,"H","GA",14,"C00809053"
"1253","H2GA14150","GRAHAM, SOLOMON MR","ICD",2022,"H","GA",14,""
"1254","H2GA19019","LIBBERMAN, CATHERINE MRS","ICD",2022,"H","GA",19,""
"1255","H2GA34018","FOWLER, TIMOTHY MR","ICD",2022,"H","GA",34,""
"1256","H2GU01031","MOYLAN, JAMES C.","REP",2022,"H","GU",0,"C00809343"
"1257","H2GU01049","NELSON, TELENA C.","DEM",2022,"H","GU",0,"C00813683"
"1258","H2GU01056","PAT, JUDITH T WON","DEM",2022,"H","GU",0,"C00813881"
"1259","H2HI01104","GILMORE, JOSEPH WHITE","W",2022,"H","HI",1,""
"1260","H2HI01112","ALCUBILLA, SERGIO JOSEPHUS MR. III","DEM",2022,"H","HI",1,"C00788695"
"1261","H2HI01120","LARGEY, PATRICK C SR","REP",2022,"H","HI",1,"C00817205"
"1262","H2HI01138","REYES, ARTURO","REP",2022,"H","HI",1,""
"1263","H2HI01146","ABKIN, STEVEN L.","N",2022,"H","HI",1,""
"1264","H2HI02128","CASE, EDWARD","DEM",2022,"H","HI",1,"C00680918"
"1265","H2HI02144","REYES, ARTURO PACHEO","REP",2022,"H","HI",1,"C00755769"
"1266","H2HI02557","KRESS, CONRAD","REP",2022,"H","HI",1,"C00807578"
"1267","H2HI02565","KEOHOKALOLE, JARRETT","DEM",2022,"H","HI",2,""
"1268","H2HI02573","WATERS, TOMMY","DEM",2022,"H","HI",2,"C00813675"
"1269","H2HI02581","TOKUDA, JILL NAOMI","DEM",2022,"H","HI",2,"C00813758"
"1270","H2HI02599","BRANCO, PATRICK PIHANA","DEM",2022,"H","HI",2,"C00814236"
"1271","H2HI02607","WEBSTER, JOSEPH E.","REP",2022,"H","HI",2,"C00816223"
"1272","H2HI02615","SCHULTZ, BRENDAN","DEM",2022,"H","HI",2,"C00816652"
"1273","H2HI02623","GI, NICOLE","DEM",2022,"H","HI",2,"C00819490"
"1274","H2HI02631","YOSHIDA, KYLE T.","DEM",2022,"H","HI",2,""
"1275","H2IA01089","MATHIS, ELIZABETH","DEM",2022,"H","IA",2,"C00785675"
"1276","H2IA01097","KUEHL, KYLE","REP",2022,"H","IA",1,"C00794081"
"1277","H2IA02111","BOHANNAN, CHRISTINA","DEM",2022,"H","IA",1,"C00787820"
"1278","H2IA02129","KERNER, JOSEPH","DEM",2022,"H","IA",2,"C00782730"
"1279","H2IA03093","HANUSA, MARY ANN","REP",2022,"H","IA",3,"C00777698"
"1280","H2IA03101","HASSO, NICOLE","REP",2022,"H","IA",3,"C00784082"
"1281","H2IA03119","NUNN, ZACH","REP",2022,"H","IA",3,"C00784389"
"1282","H2IA03127","LEFFLER, GARY D","REP",2022,"H","IA",3,"C00790675"
"1283","H2IA04125","O'LEARY, RYAN","OTH",2022,"H","IA",4,"C00799163"
"1284","H2IA04133","GROSSMAN, KYLE WILLIAM","LIB",2022,"H","IA",4,""
"1285","H2IA04141","MELTON, RYAN MICHAEL APPLETON","DEM",2022,"H","IA",4,"C00802827"
"1286","H2ID01168","BANNER, MICHAEL DOUGLAS MR.","DEM",2022,"H","ID",1,"C00722793"
"1287","H2ID01176","EVANS, JOE MR.","LIB",2022,"H","ID",1,"C00783183"
"1288","H2ID01184","LENNEY, BRIAN","REP",2022,"H","ID",1,"C00785881"
"1289","H2ID01192","PETERSON, KAYLEE JADE","DEM",2022,"H","ID",1,"C00808022"
"1290","H2ID01200","DRAKE, DARIAN","LIB",2022,"H","ID",1,""
"1291","H2ID02166","TAMAYO, AMY AMERICA","DEM",2022,"H","ID",2,"C00611467"
"1292","H2ID02190","CHRISTENSEN, FLINT LANDEN","REP",2022,"H","ID",2,""
"1293","H2ID02208","GRAYSON, RICHARD HOSS","DEM",2022,"H","ID",2,""
"1294","H2ID02216","NORMAN, WENDY ANN","DEM",2022,"H","ID",2,"C00808287"
"1295","H2ID02224","LEVY, DANIEL ALGIERS LUCAS","REP",2022,"H","ID",2,""
"1296","H2ID02232","PORTER, CHRIS","REP",2022,"H","ID",2,""
"1297","H2ID24012","ORGAIN-WAKEWOOD, VICTORIA MRS.","REP",2022,"H","ID",24,""
"1298","H2ID25019","CLAREMONT, PETER FORDHAM MR","ICD",2022,"H","ID",25,""
"1299","H2ID27015","QUESPECT, ERICA REBECA MS","ICD",2022,"H","ID",27,""
"1300","H2ID29011","CLARKE, GEORGE NATHANIEL MR","ICD",2022,"H","ID",29,""
"1301","H2IL01042","RUSH, BOBBY LEE","DEM",2022,"H","IL",1,"C00257121"
