"","CAND_ID","CAND_NAME","CAND_PTY_AFFILIATION","CAND_OFFICE","CAND_OFFICE_ST","CAND_OFFICE_DISTRICT","Fundraising_Total","CAND_LAST"
"1454","H2WI02181","OLSEN, ERIK",0,"Representative","WI","2",49823,"OLSEN"
"1455","H2WI03122","PFAFF, BRAD",1,"Representative","WI","3",887654,"PFAFF"
"1456","H2WI03130","COOKE, REBECCA",1,"Representative","WI","3",188400,"COOKE"
"1457","H2WI03148","MCGRATH, DEB",1,"Representative","WI","3",220630,"MCGRATH"
"1458","H2WI05267","KATZENMEYER, JESSICA",1,"Representative","WI","5",6100,"KATZENMEYER"
"1459","H2WI05275","VAN SOMEREN, MIKE",1,"Representative","WI","5",32616,"SOMEREN"
"1460","H2WI06067","MULLENIX, DOUGLAS",0,"Representative","WI","6",10209,"MULLENIX"
"1461","H2WI07123","AUSMAN, RICHARD",1,"Representative","WI","7",30625,"AUSMAN"
"1462","H2WI08063","VANDENPLAS, JACOB JOHN",0,"Representative","WI","8",1728,"VANDENPLAS"
"1463","H2WI08089","CLARMONT, SHAUN MICHAEL",0,"Representative","WI","8",21218,"CLARMONT"
"1464","H2WV01102","SISCO, MICHAEL RAYMOND",0,"Representative","WV","1",500,"SISCO"
"1465","H2WV01128","BRAUN, CARLY",0,"Representative","WV","2",5134,"BRAUN"
"1466","H2WV02183","BUCHSER-LOCHOCKI, SUSAN",0,"Representative","WV","2",1239,"LOCHOCKI"
"1467","H2WV02191","WENDELL, BARRY LEE MR.",1,"Representative","WV","2",11883,"WENDELL"
"1468","H2WY00158","BOUCHARD, ANTHONY",0,"Representative","WY","0",47526,"BOUCHARD"
"1469","H2WY00166","HAGEMAN, HARRIET",0,"Representative","WY","0",1242676,"HAGEMAN"
"1470","H2WY01016","SELVIG, MARISSA JOY",0,"Representative","WY","0",6822,"SELVIG"
"1471","H2WY01032","GRAY, CHARLES",0,"Representative","WY","0",37530,"GRAY"
"1472","H2WY01040","KNAPP, EVERETT DENTON JR",0,"Representative","WY","0",11250,"KNAPP"
"1473","H2WY01081","BRUBAKER, RICHARD",0,"Representative","WY","0",5000,"BRUBAKER"
"1474","H4AL06098","PALMER, GARY",0,"Representative","AL","6",201618,"PALMER"
"1475","H4AR02141","HILL, JAMES FRENCH",0,"Representative","AR","2",735158,"HILL"
"1476","H4AR04048","WESTERMAN, BRUCE",0,"Representative","AR","4",485454,"WESTERMAN"
"1477","H4AS00036","AMATA, AUMUA",0,"Representative","AS","0",14200,"AMATA"
"1478","H4AZ06045","SCHWEIKERT, DAVID S.",0,"Representative","AZ","1",530960,"SCHWEIKERT"
"1479","H4AZ07043","GALLEGO, RUBEN",1,"Representative","AZ","3",366368,"GALLEGO"
"1480","H4CA11081","MCNERNEY, JERRY",1,"Representative","CA","9",159186,"MCNERNEY"
"1481","H4CA12055","KHANNA, ROHIT",1,"Representative","CA","17",1940962,"KHANNA"
"1482","H4CA16049","LOFGREN, ZOE",1,"Representative","CA","18",276598,"LOFGREN"
"1483","H4CA20082","COSTA, JIM",1,"Representative","CA","21",596214,"COSTA"
"1484","H4CA23011","WATERS, MAXINE",1,"Representative","CA","43",292754,"WATERS"
"1485","H4CA30123","RAB, AEJAZ (RAJI)",1,"Representative","CA","32",500,"RAB"
"1486","H4CA33119","LIEU, TED",1,"Representative","CA","36",348391,"LIEU"
"1487","H4CA35031","TORRES, NORMA",1,"Representative","CA","35",110977,"TORRES"
"1488","H4CO04090","BUCK, KENNETH R",0,"Representative","CO","4",340796,"BUCK"
"1489","H4FL15155","COHN, ALAN",1,"Representative","FL","15",651068,"COHN"
"1490","H4FL20023","WASSERMAN SCHULTZ, DEBBIE",1,"Representative","FL","25",592607,"SCHULTZ"
"1491","H4GA01039","CARTER, EARL LEROY",0,"Representative","GA","1",414031,"CARTER"
"1492","H4GA02078","CHILDS, VIVIAN LOUISE",0,"Representative","GA","2",1800,"CHILDS"
"1493","H4GA10071","COLLINS, MICHAEL A JR",0,"Representative","GA","10",527584,"COLLINS"
"1494","H4GA11061","LOUDERMILK, BARRY",0,"Representative","GA","11",200132,"LOUDERMILK"
"1495","H4ID02063","SMITH, BRYAN",0,"Representative","ID","2",153439,"SMITH"
"1496","H4IL07037","DAVIS, DANNY K. MR.",1,"Representative","IL","7",115883,"DAVIS"
"1497","H4IL12060","BOST, MICHAEL",0,"Representative","IL","12",261712,"BOST"
"1498","H4KY06163","YOUNG, GEOFFREY M",1,"Representative","KY","6",13807,"YOUNG"
"1499","H4LA06153","GRAVES, GARRET",0,"Representative","LA","6",495550,"GRAVES"
"1500","H4MA03022","MCGOVERN, JAMES P. MR.",1,"Representative","MA","2",307952,"MCGOVERN"
"1501","H4MA05084","CLARK, KATHERINE",1,"Representative","MA","5",356024,"CLARK"
"1502","H4MA06090","MOULTON, SETH",1,"Representative","MA","6",333399,"MOULTON"
"1503","H4ME02234","POLIQUIN, BRUCE",0,"Representative","ME","2",1305743,"POLIQUIN"
"1504","H4MI04126","MOOLENAAR, JOHN MR.",0,"Representative","MI","2",673296,"MOOLENAAR"
"1505","H4MI07103","WALBERG, TIMOTHY L REP",0,"Representative","MI","5",287514,"WALBERG"
"1506","H4MI09109","DONOVAN, MICHELLE R.E.",0,"Representative","MI","9",4300,"DONOVAN"
"1507","H4MI12079","DINGELL, DEBBIE",1,"Representative","MI","6",284615,"DINGELL"
"1508","H4MN06087","EMMER, THOMAS EARL JR.",0,"Representative","MN","6",1226760,"EMMER"
"1509","H4MO05234","CLEAVER II, EMANUEL",1,"Representative","MO","5",99916,"CLEAVER"
"1510","H4MO08162","SMITH, JASON T",0,"Representative","MO","8",909099,"SMITH"
"1511","H4MS02068","THOMPSON, BENNIE G.",1,"Representative","MS","2",265355,"THOMPSON"
"1512","H4MT00050","ROSENDALE, MATT MR.",0,"Representative","MT","2",455588,"ROSENDALE"
"1513","H4MT01041","ZINKE, RYAN K",0,"Representative","MT","1",1882284,"ZINKE"
"1514","H4NC01046","BUTTERFIELD, GEORGE KENNETH",1,"Representative","NC","1",11900,"BUTTERFIELD"
"1515","H4NC05146","FOXX, VIRGINIA ANN",0,"Representative","NC","5",505932,"FOXX"
"1516","H4NC10047","MCHENRY, PATRICK TIMOTHY",0,"Representative","NC","10",563578,"MCHENRY"
"1517","H4NC12100","ADAMS, ALMA SHEALEY",1,"Representative","NC","12",153055,"ADAMS"
"1518","H4NE01064","FORTENBERRY, JEFFREY L. HONORABLE",0,"Representative","NE","1",119945,"FORTENBERRY"
"1519","H4NJ01084","NORCROSS, DONALD W",1,"Representative","NJ","1",339576,"NORCROSS"
"1520","H4NJ12149","COLEMAN, BONNIE WATSON",1,"Representative","NJ","12",145386,"COLEMAN"
"1521","H4NY04075","RICE, KATHLEEN",1,"Representative","NY","4",52755,"RICE"
"1522","H4NY11138","CLARKE, YVETTE  D.",1,"Representative","NY","9",64647,"CLARKE"
"1523","H4NY21079","STEFANIK, ELISE M.",0,"Representative","NY","21",1759076,"STEFANIK"
"1524","H4NY22051","TENNEY, CLAUDIA",0,"Representative","NY","24",617406,"TENNEY"
"1525","H4NY24073","KATKO, JOHN M",0,"Representative","NY","24",286466,"KATKO"
"1526","H4NY27076","HIGGINS, BRIAN",1,"Representative","NY","26",260698,"HIGGINS"
"1527","H4OK06056","LUCAS, FRANK D.",0,"Representative","OK","3",121697,"LUCAS"
"1528","H4PA13199","BOYLE, BRENDAN F",1,"Representative","PA","2",249977,"BOYLE"
"1529","H4PA18131","DOYLE, MICHAEL",1,"Representative","PA","18",8660,"DOYLE"
"1530","H4TX04039","GOHMERT, LOUIS",0,"Representative","TX","1",65890,"GOHMERT"
"1531","H4TX09095","GREEN, ALEXANDER",1,"Representative","TX","9",106053,"GREEN"
"1532","H4TX10028","DOGGETT, LLOYD",1,"Representative","TX","37",458166,"DOGGETT"
"1533","H4TX10093","MCCAUL, MICHAEL",0,"Representative","TX","10",970436,"MCCAUL"
"1534","H4TX18054","LEE, SHEILA JACKSON",1,"Representative","TX","18",420382,"LEE"
"1535","H4VA08224","BEYER, DONALD STERNOFF HONORABLE JR.",1,"Representative","VA","8",388677,"BEYER"
"1536","H4WA04104","NEWHOUSE, DAN",0,"Representative","WA","4",319654,"NEWHOUSE"
"1537","H4WA05077","MCMORRIS RODGERS, CATHY",0,"Representative","WA","5",889623,"RODGERS"
"1538","H4WA09061","BASLER, DOUGLAS MICHAEL",0,"Representative","WA","9",76171,"BASLER"
"1539","H4WI04183","MOORE, GWEN S",1,"Representative","WI","4",110523,"MOORE"
"1540","H4WI06048","GROTHMAN, GLENN S.",0,"Representative","WI","6",267074,"GROTHMAN"
"1541","H4WV02080","MOONEY, ALEXANDER XAVIER",0,"Representative","WV","2",450464,"MOONEY"
"1542","H6AK00045","YOUNG, DONALD E",0,"Representative","AK","0",78371,"YOUNG"
"1543","H6AL04098","ADERHOLT, ROBERT B. REP.",0,"Representative","AL","4",357328,"ADERHOLT"
"1544","H6AZ01199","O'HALLERAN, TOM",1,"Representative","AZ","2",1234394,"OHALLERAN"
"1545","H6AZ05083","BIGGS, ANDY MR.",0,"Representative","AZ","5",462389,"BIGGS"
"1546","H6AZ09010","GILES, DAVID VICTOR",0,"Representative","AZ","9",675,"GILES"
"1547","H6CA05195","MATSUI, DORIS",1,"Representative","CA","7",138764,"MATSUI"
"1548","H6CA20152","PANETTA, JIMMY",1,"Representative","CA","19",502485,"PANETTA"
"1549","H6CA22125","MCCARTHY, KEVIN",0,"Representative","CA","20",11289364,"MCCARTHY"
"1550","H6CA24113","SHERMAN, BRAD",1,"Representative","CA","32",459930,"SHERMAN"
"1551","H6CA24303","CARBAJAL, SALUD O.",1,"Representative","CA","24",453076,"CARBAJAL"
"1552","H6CA44103","BARRAGAN, NANETTE",1,"Representative","CA","44",143013,"BARRAGAN"
"1553","H6CA44145","NAVARRO, OMAR",0,"Representative","CA","43",1995,"NAVARRO"
"1554","H6CA46116","CORREA, LOU",1,"Representative","CA","46",189441,"CORREA"
"1555","H6CO01141","DEGETTE, DIANA L",1,"Representative","CO","1",160222,"DEGETTE"
"1556","H6CO05159","LAMBORN, DOUGLAS",0,"Representative","CO","5",113877,"LAMBORN"
"1557","H6CO07023","PERLMUTTER, EDWIN G",1,"Representative","CO","7",108863,"PERLMUTTER"
"1558","H6DE00206","BLUNT ROCHESTER, LISA",1,"Representative","DE","0",608714,"ROCHESTER"
"1559","H6FL01119","GAETZ, MATT",0,"Representative","FL","1",970338,"GAETZ"
"1560","H6FL02208","DUNN, NEAL PATRICK MD, FACS",0,"Representative","FL","2",479632,"DUNN"
"1561","H6FL04105","RUTHERFORD, JOHN",0,"Representative","FL","5",152600,"RUTHERFORD"
"1562","H6FL05193","HOLLOWAY, LASHONDA J",1,"Representative","FL","4",1300,"HOLLOWAY"
"1563","H6FL07140","MURPHY, STEPHANIE",1,"Representative","FL","7",150194,"MURPHY"
"1564","H6FL08213","GRAYSON, ALAN MARK",1,"Representative","FL","10",50209,"GRAYSON"
"1565","H6FL09070","BILIRAKIS, GUS M",0,"Representative","FL","12",352370,"BILIRAKIS"
"1566","H6FL09179","SOTO, DARREN",1,"Representative","FL","9",204202,"SOTO"
"1567","H6FL11126","CASTOR, KATHY",1,"Representative","FL","14",303373,"CASTOR"
"1568","H6FL13148","BUCHANAN, VERNON",0,"Representative","FL","16",657539,"BUCHANAN"
"1569","H6FL13189","LYNN, ERIC",1,"Representative","FL","13",1033314,"LYNN"
"1570","H6FL13197","WALKER, KIMBERLY H MS",1,"Representative","FL","12",3522,"WALKER"
"1571","H6FL13205","CRIST, CHARLIE JOSEPH",1,"Representative","FL","13",15000,"CRIST"
"1572","H6FL14112","QUINN, CHRISTINE YVONNE",0,"Representative","FL","13",22205,"QUINN"
"1573","H6FL18097","MAST, BRIAN",0,"Representative","FL","21",1128294,"MAST"
"1574","H6GA03113","FERGUSON, ANDERSON DREW IV",0,"Representative","GA","3",280240,"FERGUSON"
"1575","H6GA04129","JOHNSON, HENRY C. 'HANK'",1,"Representative","GA","4",36514,"JOHNSON"
"1576","H6GA09243","BROUN, PAUL",0,"Representative","GA","10",196400,"BROUN"
"1577","H6IL08147","KRISHNAMOORTHI, S. RAJA",1,"Representative","IL","8",2611102,"KRISHNAMOORTHI"
"1578","H6IL18088","LAHOOD, DARIN MCKAY",0,"Representative","IL","16",342983,"LAHOOD"
"1579","H6IN03229","BANKS, JAMES E HON.",0,"Representative","IN","3",562754,"BANKS"
"1580","H6IN09143","HOUCHIN, ERIN",0,"Representative","IN","9",195496,"HOUCHIN"
"1581","H6IN09176","HOLLINGSWORTH, TREY",0,"Representative","IN","9",34550,"HOLLINGSWORTH"
"1582","H6KY01110","COMER, JAMES",0,"Representative","KY","1",490999,"COMER"
"1583","H6KY03124","YARMUTH, JOHN",1,"Representative","KY","3",57570,"YARMUTH"
"1584","H6LA03148","HIGGINS, CLAY CAPTAIN",0,"Representative","LA","3",283679,"HIGGINS"
"1585","H6LA04138","JOHNSON, JAMES MICHAEL",0,"Representative","LA","4",117275,"JOHNSON"
"1586","H6MD03292","SARBANES, JOHN P. MR.",1,"Representative","MD","3",34930,"SARBANES"
"1587","H6MD04209","BROWN, ANTHONY",1,"Representative","MD","4",74874,"BROWN"
"1588","H6MD07020","MFUME, KWEISI",1,"Representative","MD","7",133881,"MFUME"
"1589","H6MD08457","RASKIN, JAMIE",1,"Representative","MD","8",1030489,"RASKIN"
"1590","H6MD08549","TRONE, DAVID",1,"Representative","MD","6",309602,"TRONE"
"1591","H6MI01226","BERGMAN, JOHN",0,"Representative","MI","1",211717,"BERGMAN"
"1592","H6MI04113","UPTON, FREDERICK STEPHEN",0,"Representative","MI","6",227632,"UPTON"
"1593","H6MN02131","CRAIG, ANGELA DAWN",1,"Representative","MN","2",2195711,"CRAIG"
"1594","H6MO05189","TURK, JACOB",0,"Representative","MO","5",18450,"TURK"
"1595","H6MS01131","KELLY, JOHN TRENT",0,"Representative","MS","1",247811,"KELLY"
"1596","H6NC04037","PRICE, DAVID",1,"Representative","NC","4",10530,"PRICE"
"1597","H6NC09184","CANO, FERNANDO CHRISTIAN MR. JR",1,"Representative","NC","9",895,"CANO"
"1598","H6NE02125","BACON, DONALD J",0,"Representative","NE","2",734278,"BACON"
"1599","H6NE03115","SMITH, ADRIAN",0,"Representative","NE","3",167909,"SMITH"
"1600","H6NJ05171","GOTTHEIMER, JOSH",1,"Representative","NJ","5",2563606,"GOTTHEIMER"
"1601","H6NJ08118","PASCRELL, WILLIAM J. HON. JR.",1,"Representative","NJ","9",262704,"PASCRELL"
"1602","H6NJ13191","SIRES, ALBIO",1,"Representative","NJ","8",53740,"SIRES"
"1603","H6NV04020","LEE, SUSIE",1,"Representative","NV","3",1937755,"LEE"
"1604","H6NY03247","SUOZZI, THOMAS",1,"Representative","NY","3",1223728,"SUOZZI"
"1605","H6OH04082","JORDAN, JAMES D.",0,"Representative","OH","4",2969673,"JORDAN"
"1606","H6OH08315","DAVIDSON, WARREN",0,"Representative","OH","8",241346,"DAVIDSON"
"1607","H6OK03165","ROGERS, EVELYN L (LOUISE)",0,"Representative","OK","1",270,"ROGERS"
"1608","H6OR03064","BLUMENAUER, EARL",1,"Representative","OR","3",247652,"BLUMENAUER"
"1609","H6OR04047","DEFAZIO, PETER A",1,"Representative","OR","4",199202,"DEFAZIO"
"1610","H6PA02171","EVANS, DWIGHT",1,"Representative","PA","3",51351,"EVANS"
"1611","H6PA08277","FITZPATRICK, BRIAN",0,"Representative","PA","1",629707,"FITZPATRICK"
"1612","H6PA16320","SMUCKER, LLOYD K.",0,"Representative","PA","11",118548,"SMUCKER"
"1613","H6TN09068","COHEN, STEVE I MR.",1,"Representative","TN","9",36800,"COHEN"
"1614","H6TX02079","BABIN, BRIAN",0,"Representative","TX","36",303495,"BABIN"
"1615","H6TX12060","GRANGER, KAY",0,"Representative","TX","12",517962,"GRANGER"
"1616","H6TX15162","GONZALEZ, VICENTE",1,"Representative","TX","34",1143722,"GONZALEZ"
"1617","H6TX19099","ARRINGTON, JODEY COOK",0,"Representative","TX","19",245759,"ARRINGTON"
"1618","H6TX24149","MCDOWELL, JAN",1,"Representative","TX","24",67028,"MCDOWELL"
"1619","H6VA01117","SCOTT, ROBERT C",1,"Representative","VA","3",64665,"SCOTT"
"1620","H6VA04061","MCEACHIN, ASTON DONALD",1,"Representative","VA","4",160280,"MCEACHIN"
"1621","H6VT00160","WELCH, PETER",1,"Representative","VT","0",21136,"WELCH"
"1622","H6WA07458","JAYAPAL, PRAMILA",1,"Representative","WA","7",648605,"JAYAPAL"
"1623","H6WA09025","SMITH, D. ADAM",1,"Representative","WA","9",232158,"SMITH"
"1624","H6WI03099","KIND, RONALD JAMES",1,"Representative","WI","3",153660,"KIND"
"1625","H6WI08155","GALLAGHER, MICHAEL JOHN",0,"Representative","WI","8",291761,"GALLAGHER"
"1626","H6WY00159","CHENEY, ELIZABETH MRS.",0,"Representative","WY","0",6421402,"CHENEY"
"1627","H8AL02171","MOORE, FELIX BARRY",0,"Representative","AL","2",191361,"MOORE"
"1628","H8AL04086","NEIGHBORS, RICKY",1,"Representative","AL","4",9010,"NEIGHBORS"
"1629","H8AZ01104","KIRKPATRICK, ANN",1,"Representative","AZ","2",228906,"KIRKPATRICK"
"1630","H8AZ04165","DISANTO, DELINA",1,"Representative","AZ","6",9779,"DISANTO"
"1631","H8AZ08158","LESKO, DEBBIE",0,"Representative","AZ","8",181578,"LESKO"
"1632","H8AZ09040","STANTON, GREG",1,"Representative","AZ","4",1180697,"STANTON"
"1633","H8CA01109","THOMPSON, MIKE MR.",1,"Representative","CA","4",326121,"THOMPSON"
"1634","H8CA04152","MCCLINTOCK, THOMAS",0,"Representative","CA","5",407887,"MCCLINTOCK"
"1635","H8CA05035","PELOSI, NANCY",1,"Representative","CA","11",15995076,"PELOSI"
"1636","H8CA09060","LEE, BARBARA",1,"Representative","CA","12",578965,"LEE"
"1637","H8CA10126","HARDER, JOSH",1,"Representative","CA","9",2133008,"HARDER"
"1638","H8CA12098","ESHOO, ANNA G.",1,"Representative","CA","16",441340,"ESHOO"
"1639","H8CA12171","SPEIER, JACKIE",1,"Representative","CA","14",222073,"SPEIER"
"1640","H8CA12262","BUTTAR, SHAHID",1,"Representative","CA","11",29299,"BUTTAR"
"1641","H8CA20059","NUNES, DEVIN G.",0,"Representative","CA","22",1255963,"NUNES"
"1642","H8CA29100","DUENAS, ANGELICA MARIA",1,"Representative","CA","29",40021,"DUENAS"
"1643","H8CA34068","NAPOLITANO, GRACE",1,"Representative","CA","31",29750,"NAPOLITANO"
"1644","H8CA34266","GOMEZ, JIMMY",1,"Representative","CA","34",261015,"GOMEZ"
"1645","H8CA39240","KIM, YOUNG",0,"Representative","CA","40",3804953,"KIM"
"1646","H8CA41170","SMITH, AJA",0,"Representative","CA","39",8921,"SMITH"
"1647","H8CA45130","PORTER, KATHERINE",1,"Representative","CA","47",5756969,"PORTER"
"1648","H8CA47078","BRISCOE, JOHN",0,"Representative","CA","42",14675,"BRISCOE"
"1649","H8CA48035","ROUDA, HARLEY E JR",1,"Representative","CA","48",388363,"ROUDA"
"1650","H8CA49058","LEVIN, MIKE",1,"Representative","CA","49",1649266,"LEVIN"
"1651","H8CA49074","JACOBS, SARA",1,"Representative","CA","51",512079,"JACOBS"
"1652","H8CA49108","MARYOTT, BRIAN L MR",0,"Representative","CA","49",2114405,"MARYOTT"
"1653","H8CO02160","NEGUSE, JOSEPH",1,"Representative","CO","2",477312,"NEGUSE"
"1654","H8CO06229","CROW, JASON",1,"Representative","CO","6",708437,"CROW"
"1655","H8CO07045","PETTERSEN, BRITTANY LOUISE MS.",1,"Representative","CO","7",1072791,"PETTERSEN"
"1656","H8CT01046","LARSON, JOHN B",1,"Representative","CT","1",354564,"LARSON"
"1657","H8CT04172","HIMES, JIM",1,"Representative","CT","4",286015,"HIMES"
"1658","H8CT05245","HAYES, JAHANA",1,"Representative","CT","5",780429,"HAYES"
"1659","H8DE01044","MURPHY, LEE",0,"Representative","DE","0",141180,"MURPHY"
"1660","H8FL00034","TADDEO, ANNETTE",1,"Representative","FL","27",1334976,"TADDEO"
"1661","H8FL01107","EHR, PHILLIP CHARLES",1,"Representative","FL","1",850,"EHR"
"1662","H8FL06148","WALTZ, MICHAEL",0,"Representative","FL","6",786645,"WALTZ"
"1663","H8FL15107","POSEY, BILL",0,"Representative","FL","8",193035,"POSEY"
"1664","H8FL17053","STEUBE, GREG",0,"Representative","FL","17",207938,"STEUBE"
"1665","H8FL20032","CHERFILUS-MCCORMICK, SHEILA",1,"Representative","FL","20",161181,"MCCORMICK"
"1666","H8FL26054","GRIMES, DEMETRIES ANDREW CDR USN RET",0,"Representative","FL","15",54396,"GRIMES"
"1667","H8FL27185","SALAZAR, MARIA ELVIRA",0,"Representative","FL","27",1481332,"SALAZAR"
"1668","H8GA06393","MCBATH, LUCIA KAY MS.",1,"Representative","GA","7",1423129,"MCBATH"
"1669","H8GA07201","BOURDEAUX, CAROLYN",1,"Representative","GA","7",733881,"BOURDEAUX"
"1670","H8GA08118","COOPER, JAMES L III",0,"Representative","GA","8",150,"COOPER"
"1671","H8GA10197","JOHNSON-GREEN, TABITHA",1,"Representative","GA","10",1429,"GREEN"
"1672","H8GA13027","COWEN, MARTIN LINDSEY MR. III",0,"Representative","GA","13",2384,"COWEN"
"1673","H8IA02043","MILLER-MEEKS, MARIANNETTE JANE",0,"Representative","IA","1",1127185,"MEEKS"
"1674","H8IA03124","AXNE, CINDY",1,"Representative","IA","3",2064020,"AXNE"
"1675","H8ID01124","FULCHER, RUSSELL",0,"Representative","ID","1",99160,"FULCHER"
"1676","H8ID02064","SIMPSON, MICHAEL",0,"Representative","ID","2",183626,"SIMPSON"
"1677","H8IL03102","NEWMAN, MARIE",1,"Representative","IL","6",316646,"NEWMAN"
"1678","H8IL04134","GARCIA, JESUS",1,"Representative","IL","4",125770,"GARCIA"
"1679","H8IL06139","CASTEN, SEAN",1,"Representative","IL","6",1877777,"CASTEN"
"1680","H8IL09067","SCHAKOWSKY, JANICE D",1,"Representative","IL","9",221542,"SCHAKOWSKY"
"1681","H8IL09174","RICE, MAXWELL",0,"Representative","IL","9",6251,"RICE"
"1682","H8IL14067","FOSTER, G. WILLIAM (BILL)",1,"Representative","IL","11",952590,"FOSTER"
"1683","H8IL14174","UNDERWOOD, LAUREN",1,"Representative","IL","14",2108627,"UNDERWOOD"
"1684","H8IL16153","MARTER, JAMES THOMAS",0,"Representative","IL","14",14430,"MARTER"
"1685","H8IN04199","BAIRD, JAMES R DR.",0,"Representative","IN","4",43558,"BAIRD"
"1686","H8IN06129","PENCE, GREGORY J.",0,"Representative","IN","6",418398,"PENCE"
"1687","H8IN06202","LEE LAKE, JEANNINE",1,"Representative","IN","5",11441,"LAKE"
"1688","H8IN07184","CARSON, ANDRE",1,"Representative","IN","7",143572,"CARSON"
"1689","H8KS03155","DAVIDS, SHARICE",1,"Representative","KS","3",2744589,"DAVIDS"
"1690","H8KS04112","ESTES, RON",0,"Representative","KS","4",268292,"ESTES"
"1691","H8KY02031","GUTHRIE, S. BRETT HON.",0,"Representative","KY","2",119925,"GUTHRIE"
"1692","H8KY02080","LINDERMAN, HANK",1,"Representative","KY","2",22704,"LINDERMAN"
"1693","H8KY03187","CRAVEN , MIKE",0,"Representative","KY","3",10065,""
"1694","H8MA02041","NEAL, RICHARD E MR.",1,"Representative","MA","1",425407,"NEAL"
"1695","H8MA03106","TRAHAN, LORI",1,"Representative","MA","3",547740,"TRAHAN"
"1696","H8MA07032","PRESSLEY, AYANNA",1,"Representative","MA","7",319561,"PRESSLEY"
"1697","H8MD01094","HARRIS, ANDREW P",0,"Representative","MD","1",359550,"HARRIS"
"1698","H8MD06143","MILLER, ARUNA",1,"Representative","MD","6",13100,"MILLER"
"1699","H8ME01120","PINGREE, CHELLIE M",1,"Representative","ME","1",116562,"PINGREE"
"1700","H8ME02185","GOLDEN, JARED",1,"Representative","ME","2",2180885,"GOLDEN"
"1701","H8MI04101","HILLIARD, JEROME C",1,"Representative","MI","2",7303,"HILLIARD"
"1702","H8MI08102","SLOTKIN, ELISSA",1,"Representative","MI","7",3355459,"SLOTKIN"
"1703","H8MI09118","LEVIN, ANDY",1,"Representative","MI","11",760177,"LEVIN"
"1704","H8MI11254","STEVENS, HALEY",1,"Representative","MI","11",1207694,"STEVENS"
"1705","H8MI13250","TLAIB, RASHIDA",1,"Representative","MI","12",785175,"TLAIB"
"1706","H8MN03143","PHILLIPS, DEAN",1,"Representative","MN","3",914412,"PHILLIPS"
"1707","H8MN05239","OMAR, ILHAN",1,"Representative","MN","5",883752,"OMAR"
"1708","H8MN08043","STAUBER, PETER ALLEN",0,"Representative","MN","8",500355,"STAUBER"
"1709","H8MO01143","BUSH, CORI",1,"Representative","MO","1",578653,"BUSH"
"1710","H8MO06092","MARTIN, HENRY ROBERT",1,"Representative","MO","6",43476,"MARTIN"
"1711","H8MO09153","LUETKEMEYER, W BLAINE",0,"Representative","MO","3",393104,"LUETKEMEYER"
"1712","H8MP00041","SABLAN, GREGORIO KILILI CAMACHO REP.",0,"Representative","MP","0",4500,"SABLAN"
"1713","H8MS03125","GUEST, MICHAEL PATRICK",0,"Representative","MS","3",209944,"GUEST"
"1714","H8NC08109","HUFFMAN, SCOTT",1,"Representative","NC","8",13145,"HUFFMAN"
"1715","H8NC13067","MANNING, KATHY",1,"Representative","NC","6",1180059,"MANNING"
"1716","H8ND00096","ARMSTRONG, KELLY",0,"Representative","ND","0",470336,"ARMSTRONG"
"1717","H8NH01210","PAPPAS, CHRIS",1,"Representative","NH","1",1743249,"PAPPAS"
"1718","H8NJ02166","VAN DREW, JEFF MR",0,"Representative","NJ","2",621328,"DREW"
"1719","H8NJ03073","PALLONE, FRANK JR",1,"Representative","NJ","6",532442,"PALLONE"
"1720","H8NJ03206","KIM, ANDY",1,"Representative","NJ","3",2202438,"KIM"
"1721","H8NJ04014","SMITH, CHRISTOPHER H",0,"Representative","NJ","4",285020,"SMITH"
"1722","H8NJ07223","MALINOWSKI, TOM",1,"Representative","NJ","7",3445039,"MALINOWSKI"
"1723","H8NJ11142","SHERRILL, MIKIE",1,"Representative","NJ","11",1746788,"SHERRILL"
"1724","H8NM02156","HERRELL, STELLA YVETTE",0,"Representative","NM","2",1330445,"HERRELL"
"1725","H8NV03036","TITUS, DINA",1,"Representative","NV","1",963115,"TITUS"
"1726","H8NV04059","HARDY, CRESENT",0,"Representative","NV","1",285,"HARDY"
"1727","H8NY01148","ZELDIN, LEE MICHAEL",0,"Representative","NY","1",36685,"ZELDIN"
"1728","H8NY06048","MEEKS, GREGORY W.",1,"Representative","NY","5",359153,"MEEKS"
"1729","H8NY11097","DECILLIS, ALFRED MICHAEL",1,"Representative","NY","11",14475,"DECILLIS"
"1730","H8NY12129","PATEL, SURAJ",1,"Representative","NY","12",532810,"PATEL"
"1731","H8NY15148","OCASIO-CORTEZ, ALEXANDRIA",1,"Representative","NY","14",1707783,"CORTEZ"
"1732","H8NY19181","DELGADO, ANTONIO",1,"Representative","NY","19",798235,"DELGADO"
"1733","H8NY19223","RYAN, PATRICK",1,"Representative","NY","18",2757923,"RYAN"
"1734","H8NY21203","TONKO, PAUL DAVID",1,"Representative","NY","20",283445,"TONKO"
"1735","H8NY22177","RILEY, JOSH",1,"Representative","NY","19",2095138,"RILEY"
"1736","H8NY23175","DELLA PIA, MAX",1,"Representative","NY","23",114990,"PIA"
"1737","H8NY25105","MORELLE, JOSEPH D",1,"Representative","NY","25",556186,"MORELLE"
"1738","H8OH01043","CHABOT, STEVE",0,"Representative","OH","1",587367,"CHABOT"
"1739","H8OH03098","ESRATI, DAVID",1,"Representative","OH","10",20954,"ESRATI"
